session_date,season_id,player_id,プレイヤー,リーグ,収支,bb_size,ハンド数,VPIP,VPIP_hands,PFR,PFR_hands,3bet,3bet_hands,Fold to 3bet,Fold to 3bet_hands,CB,CB_hands,WTSD,WTSD_hands,W$SD,W$SD_hands
20260202,1,WeOKnoOueQ,hinano,C,-1574,20,151,49.01,151,31.79,151,15.38,52,62.5,8,61.54,13,38.71,31,50.0,12
20260202,1,t7MdS6sSCT,satoru,C,+3518,20,146,27.4,146,19.18,146,10.94,64,50.0,4,36.36,11,40.91,22,66.67,9
20260202,1,XaClitYV1x,らねおか,C,+499,20,138,30.43,138,19.57,138,8.62,58,66.67,9,14.29,7,33.33,15,80.0,5
20260202,1,3liBhfdN10,揚げもち,C,+3310,20,135,30.37,135,24.44,135,12.0,50,66.67,3,46.15,13,60.0,20,75.0,12
20260202,1,y4bVPCJM4_,なかい,C,-943,20,132,16.67,132,9.85,132,1.64,61,50.0,6,50.0,2,9.09,11,100.0,1
20260202,1,O2b7zy1-XM,SetsunaTrip,C,+907,20,129,24.81,129,19.38,129,5.66,53,50.0,8,60.0,10,38.89,18,42.86,7
20260202,1,D0RgrTLvZk,Yu.,C,+10,20,127,29.92,127,22.83,127,10.91,55,100.0,8,40.0,10,47.06,17,75.0,8
20260202,1,vdNIJNJGUU,すとふぁ,C,+1236,20,126,26.98,126,21.43,126,8.0,50,50.0,6,87.5,8,17.65,17,100.0,3
20260202,1,r1CBe6Qe79,なんでやねん,C,-1065,20,124,35.48,124,25.81,124,14.89,47,57.14,7,28.57,7,25.0,16,25.0,4
20260202,1,MqZu0oArm3,小鳥遊ひいろ,C,+693,20,122,21.31,122,13.93,122,1.92,52,33.33,3,50.0,4,42.86,14,50.0,6
20260202,1,BZCdwuhpMU,実力の若林,C,+755,20,116,35.34,116,23.28,116,8.7,46,25.0,4,33.33,9,45.45,22,50.0,10
20260202,1,X2HiN5-cFQ,ゴン02（江戸犬）,C,-4511,20,114,32.46,114,25.44,114,10.81,37,33.33,6,80.0,5,61.54,13,37.5,8
20260202,1,QBTw2JRIw5,Ramune,C,+1726,20,114,27.19,114,19.3,114,6.67,45,66.67,6,50.0,6,33.33,12,75.0,4
20260202,1,OOnwSL9TFS,つだピもん,C,-517,20,113,27.43,113,15.04,113,9.3,43,100.0,3,100.0,1,44.44,9,25.0,4
20260202,1,EN9N_Z9A78,ぼくだよ,C,-273,20,112,28.57,112,20.54,112,10.87,46,50.0,4,63.64,11,22.22,18,75.0,4
20260202,1,j_3joKfzS9,takatony,C,-2227,20,112,29.46,112,22.32,112,15.91,44,66.67,3,28.57,7,13.33,15,0.0,2
20260202,1,yokMVzYG_q,AontheRiver,C,+4186,20,112,40.18,112,30.36,112,12.5,40,87.5,8,61.54,13,22.22,18,100.0,4
20260202,1,MI-fYAoFiY,ゆうま,C,-490,20,112,24.11,112,17.86,112,2.22,45,100.0,5,62.5,8,7.69,13,0.0,1
20260202,1,wE-EPOxf9q,宇宙１のたっちゃん,C,-8975,20,110,43.64,110,24.55,110,16.28,43,42.86,7,46.15,13,37.5,32,33.33,12
20260202,1,GtqOGZOqIV,粗茶,C,-905,20,109,29.36,109,22.94,109,13.51,37,50.0,6,53.85,13,23.81,21,60.0,5
20260202,1,cS0TbNKfbn,Takatobi,C,+183,20,108,27.78,108,19.44,108,11.63,43,50.0,4,66.67,9,20.0,15,33.33,3
20260202,1,7htETinMJU,MAX,C,-86,20,105,16.19,105,12.38,105,13.21,53,0.0,1,25.0,4,12.5,8,100.0,1
20260202,1,hetGK5oIn4,yoh,C,-1008,20,104,17.31,104,12.5,104,6.0,50,50.0,6,80.0,5,9.09,11,100.0,1
20260202,1,tOQgx5q4M5,こうちゃん,C,-2521,20,103,20.39,103,18.45,103,8.51,47,40.0,5,72.73,11,28.57,14,25.0,4
20260202,1,3FatmzAl-m,Kuni,C,+1052,20,103,36.89,103,23.3,103,19.57,46,0.0,0,77.78,9,36.36,22,50.0,8
20260202,1,zz83sIdu2k,りく,C,-441,20,102,48.04,102,35.29,102,22.73,44,40.0,5,66.67,15,27.59,29,37.5,8
20260202,1,g0yui9LXM4,utos,C,+2319,20,101,43.56,101,30.69,101,13.16,38,60.0,5,81.82,11,25.0,20,20.0,5
20260202,1,6weTfFBYpF,ほたるいか,C,+1145,20,97,28.87,97,19.59,97,14.63,41,25.0,4,75.0,4,18.18,11,50.0,2
20260202,1,tqB-r6hdq9,shunsuke11,C,-1350,20,91,29.67,91,20.88,91,14.29,35,100.0,2,50.0,10,21.43,14,66.67,3
20260202,1,zFXBMUEx_N,わんわん,C,+2090,20,91,36.26,91,24.18,91,8.0,25,75.0,4,57.14,7,46.15,13,66.67,6
20260202,1,A9xvP3DhlS,mega,C,-2455,20,89,32.58,89,16.85,89,15.15,33,0.0,2,75.0,4,20.0,20,25.0,4
20260202,1,H_d68jYO9T,コロリ,C,+1505,20,87,29.89,87,22.99,87,0.0,34,40.0,5,33.33,6,30.0,10,33.33,3
20260202,1,TOznNDIpCr,あい,C,-2580,20,87,26.44,87,19.54,87,14.63,41,50.0,2,71.43,7,35.71,14,20.0,5
20260202,1,s_7Utr4tDi,それいゆ るな,C,+2055,20,87,40.23,87,24.14,87,7.69,39,50.0,4,50.0,8,17.39,23,75.0,4
20260202,1,kVKTrcl3ld,Futa,C,+590,20,86,27.91,86,16.28,86,8.11,37,0.0,3,83.33,6,18.75,16,33.33,3
20260202,1,j2dIJuodA7,hanzo,C,+375,20,86,29.07,86,22.09,86,8.57,35,60.0,5,54.55,11,23.53,17,75.0,4
20260202,1,iBhJbKViQ_,おかピー,C,-158,20,85,42.35,85,30.59,85,8.82,34,60.0,5,100.0,8,41.18,17,28.57,7
20260202,1,YkRLv6Nf7r,27,C,+245,20,84,26.19,84,20.24,84,11.11,36,60.0,5,28.57,7,50.0,10,60.0,5
20260202,1,HZmCRZd6SG,Neku,C,+665,20,81,23.46,81,19.75,81,14.29,35,100.0,3,33.33,6,0.0,8,0.0,0
20260202,1,sYruTEJ8Uw,Mazzo,C,+1096,20,81,34.57,81,19.75,81,13.79,29,0.0,1,71.43,7,17.65,17,100.0,3
20260202,1,DZezvMNAJy,Noram,C,+151,20,80,26.25,80,17.5,80,0.0,34,33.33,3,0.0,8,21.43,14,66.67,3
20260202,1,QK8nAFN9E2,カイン,C,-1095,20,80,31.25,80,12.5,80,4.88,41,100.0,2,0.0,2,27.78,18,20.0,5
20260202,1,b7sgMo_M-5,konasho,C,+905,20,80,26.25,80,18.75,80,17.5,40,100.0,2,80.0,5,36.36,11,75.0,4
20260202,1,-zWKG5L3i7,-TOMO-,C,+73,20,79,43.04,79,32.91,79,24.0,25,33.33,3,12.5,8,43.75,16,42.86,7
20260202,1,byYrvu0Qdy,ElNino,C,+3436,20,79,31.65,79,20.25,79,3.85,26,0.0,2,85.71,7,33.33,15,60.0,5
20260202,1,lQ2rbwu868,ケイン寿司,C,-2756,20,79,21.52,79,10.13,79,2.86,35,0.0,1,0.0,3,0.0,11,0.0,0
20260202,1,26v7hSw7Sn,わた,C,+1846,20,79,34.18,79,22.78,79,12.9,31,33.33,3,66.67,6,37.5,16,83.33,6
20260202,1,hig4fvwo_m,とーち,C,-445,20,79,27.85,79,20.25,79,9.38,32,0.0,1,87.5,8,28.57,14,25.0,4
20260202,1,cpr364TXsN,くま,C,+269,20,79,21.52,79,16.46,79,7.14,28,100.0,4,80.0,5,25.0,8,50.0,2
20260202,1,DrGOt1cq1y,Jongo,C,+480,20,79,32.91,79,25.32,79,6.9,29,80.0,5,40.0,5,33.33,9,66.67,3
20260202,1,9kBl9X8tEm,だいすけ,C,-687,20,78,28.21,78,17.95,78,3.7,27,33.33,3,0.0,2,9.09,11,100.0,1
20260202,1,g6iLEQsU67,makoh,C,-1505,20,78,24.36,78,17.95,78,6.9,29,0.0,2,83.33,6,36.36,11,25.0,4
20260202,1,7x5MHOv7Oo,yutorse,C,-1165,20,78,33.33,78,25.64,78,8.0,25,100.0,2,83.33,6,38.46,13,20.0,5
20260202,1,xOaP7PB88A,sokun777,C,+1864,20,76,30.26,76,18.42,76,13.33,30,100.0,1,66.67,6,36.36,11,75.0,4
20260202,1,TkMT4agdsh,alfort,C,-1725,20,75,21.33,75,16.0,75,6.9,29,0.0,0,77.78,9,18.18,11,50.0,2
20260202,1,Oc04ITRF7i,waho,C,-219,20,75,32.0,75,25.33,75,19.23,26,60.0,5,50.0,8,23.08,13,66.67,3
20260202,1,cSNEDiUvjX,nekosaki,C,+567,20,74,20.27,74,12.16,74,4.0,25,0.0,0,0.0,2,42.86,7,66.67,3
20260202,1,rhUBwDuHCf,konishi,C,+51,20,74,13.51,74,12.16,74,5.88,34,100.0,2,100.0,4,40.0,5,50.0,2
20260202,1,8IgjF6KI_P,tomo0428,C,+2114,20,74,41.89,74,29.73,74,20.69,29,28.57,7,75.0,4,21.43,14,33.33,3
20260202,1,5v7PwEvIAz,Kay,C,+210,20,70,31.43,70,20.0,70,11.76,34,100.0,2,80.0,5,9.09,11,100.0,1
20260202,1,9W903vxPw_,そふとくりーむ,C,-1501,20,69,30.43,69,24.64,69,6.9,29,50.0,4,75.0,4,37.5,8,66.67,3
20260202,1,ioqGYIb5SY,tomoyuki,C,+111,20,68,30.88,68,13.24,68,4.0,25,100.0,1,33.33,3,25.0,12,66.67,3
20260202,1,Kyu60mEERY,Sabosuke,C,-540,20,68,19.12,68,13.24,68,8.33,24,100.0,1,50.0,2,20.0,5,100.0,1
20260202,1,yEOnuJcBZo,Rabbit900,C,+454,20,67,28.36,67,20.9,67,7.41,27,0.0,3,42.86,7,45.45,11,60.0,5
20260202,1,nPiUhQEVMi,かいる,C,+673,20,67,28.36,67,16.42,67,10.0,30,0.0,3,25.0,4,33.33,12,50.0,4
20260202,1,FxzN600G3r,はせがえる,C,-400,20,66,50.0,66,34.85,66,21.74,23,50.0,2,62.5,8,25.0,16,50.0,4
20260202,1,Xa_1dhYEV4,Lemon,C,+360,20,66,13.64,66,6.06,66,0.0,30,66.67,3,0.0,0,16.67,6,100.0,1
20260202,1,Q0mo0HjOtt,Shingo,C,-34,20,65,24.62,65,15.38,65,3.57,28,100.0,2,66.67,3,41.67,12,60.0,5
20260202,1,wO4Vw2dQ8t,イナズマKすけ,C,-2398,20,64,26.56,64,18.75,64,12.5,24,25.0,4,75.0,4,16.67,12,50.0,2
20260202,1,WABAdHmLRW,たりくまる,C,-1660,20,63,49.21,63,25.4,63,4.55,22,0.0,2,55.56,9,39.13,23,33.33,9
20260202,1,0QyEE5Hc9o,常盤木いつき,C,+481,20,61,24.59,61,16.39,61,12.0,25,0.0,3,25.0,4,75.0,12,55.56,9
20260202,1,6ybXdApWzf,icchi,C,-77,20,57,36.84,57,24.56,57,20.83,24,100.0,3,50.0,4,36.36,11,75.0,4
20260202,1,gG60J3OV2j,Hibari,C,+60,20,51,37.25,51,19.61,51,19.05,21,0.0,1,25.0,4,14.29,7,0.0,1
20260202,1,vVo9VdBVBm,するたん,C,-417,20,50,24.0,50,18.0,50,15.0,20,0.0,0,66.67,3,75.0,4,0.0,3
20260202,1,uNHIhLxU5W,ゆっきーな,C,+5867,20,49,34.69,49,22.45,49,11.76,17,0.0,1,0.0,4,33.33,9,100.0,3
20260202,1,7n59-giX1P,るも,C,-620,20,49,36.73,49,30.61,49,21.05,19,50.0,2,57.14,7,20.0,10,100.0,2
20260202,1,stzdogxFRA,ミナっち,C,-328,20,48,35.42,48,22.92,48,16.67,18,0.0,1,100.0,3,40.0,10,25.0,4
20260202,1,WjqaCs8A5o,ばどえあー,C,+418,20,47,21.28,47,12.77,47,5.56,18,0.0,0,33.33,3,40.0,5,50.0,2
20260202,1,m6qcHTxJhX,siruneko,C,+295,20,44,15.91,44,15.91,44,10.53,19,50.0,2,100.0,3,0.0,4,0.0,0
20260202,1,_EAr7O2lyX,たろす,C,+163,20,41,19.51,41,14.63,41,5.56,18,0.0,1,33.33,3,33.33,6,100.0,2
20260202,1,2GlUDrVHSg,k.k,C,-457,20,40,55.0,40,30.0,40,13.33,15,66.67,3,50.0,4,50.0,12,16.67,6
20260202,1,SrJdWlcNBY,RYOTA,C,-119,20,40,32.5,40,22.5,40,23.08,13,100.0,1,50.0,4,57.14,7,50.0,4
20260202,1,Yg9-tEe5QH,cymx2724,C,-82,20,40,30.0,40,20.0,40,0.0,10,50.0,2,66.67,3,60.0,5,33.33,3
20260202,1,MCmjCniXJd,dismal,C,-937,20,40,45.0,40,20.0,40,6.67,15,0.0,3,100.0,1,33.33,9,66.67,3
20260202,1,0vKy_AgCXx,tknsn,C,+695,20,40,50.0,40,35.0,40,16.67,18,50.0,2,50.0,2,28.57,7,50.0,2
20260202,1,TVNlFwDOoe,KAWAUSO,C,-667,20,32,31.25,32,15.62,32,0.0,11,0.0,0,50.0,2,33.33,6,50.0,2
20260202,1,5bOqayAYt3,dny,C,-60,20,27,22.22,27,18.52,27,0.0,7,100.0,1,0.0,0,0.0,2,0.0,0
20260202,1,A-C0iUFfvO,塾長(びっとぶりっと),C,-1480,20,27,29.63,27,18.52,27,0.0,9,100.0,1,66.67,3,16.67,6,100.0,1
20260202,1,SsAkQq2Oa9,やましー,C,-295,20,26,34.62,26,19.23,26,8.33,12,0.0,0,50.0,2,16.67,6,0.0,1
20260202,1,jfd6Uaakn8,ジョニー,C,+40,20,12,33.33,12,16.67,12,0.0,5,0.0,0,0.0,0,0.0,0,0.0,0
20260202,1,lYH850EfPw,no,C,-1015,20,10,40.0,10,20.0,10,0.0,5,0.0,0,100.0,1,33.33,3,0.0,1
20260202,1,yHZrsG6l5j,sigma,C,+3040,20,9,33.33,9,22.22,9,25.0,4,100.0,1,0.0,0,100.0,2,100.0,2
20260202,1,lRMrY2rxFn,MSK,C,0,20,2,0.0,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
20260202,1,5ogXjv4ef9,ラスカル,C,-20,20,1,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
20260202,1,WtIP2AbI23,ノガード,C,0,20,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
20260209,1,iKNrGrbUkg,UMAUMA,C,-2798,20,437,27.69,437,17.16,437,7.06,170,80.0,10,48.15,27,28.07,57,43.75,16
20260209,1,vdNIJNJGUU,すとふぁ,C,-526,20,408,26.72,408,18.87,408,5.13,156,66.67,18,60.87,23,28.57,49,57.14,14
20260209,1,j_3joKfzS9,takatony,C,+6806,20,406,22.17,406,13.79,406,5.23,172,45.45,11,71.43,21,28.57,49,78.57,14
20260209,1,hetGK5oIn4,yoh,C,-4501,20,395,44.81,395,11.65,395,12.12,66,44.44,9,39.13,23,30.77,39,41.67,12
20260209,1,tqB-r6hdq9,shunsuke11,C,+3000,20,386,25.39,386,18.65,386,7.88,165,58.33,12,48.0,25,37.04,54,65.0,20
20260209,1,r1CBe6Qe79,なんでやねん,C,+1103,20,367,29.97,367,20.98,367,11.95,159,52.38,21,60.0,25,44.83,58,57.69,26
20260209,1,Yg9-tEe5QH,cymx2724,C,+4944,20,354,43.5,354,11.3,354,10.0,70,37.5,8,44.44,18,35.71,42,46.67,15
20260209,1,3liBhfdN10,揚げもち,C,-740,20,333,26.43,333,19.52,333,8.0,125,75.0,12,44.44,18,26.83,41,81.82,11
20260209,1,X2HiN5-cFQ,ゴン02（江戸犬）,C,+2715,20,328,26.22,328,17.99,328,11.43,140,44.44,9,42.31,26,38.0,50,57.89,19
20260209,1,yokMVzYG_q,AontheRiver,C,+6449,20,317,35.65,317,28.71,317,15.27,131,66.67,21,52.5,40,22.58,62,64.29,14
20260209,1,4_RBXVU9-k,翔斗,C,-3723,20,308,24.68,308,18.18,308,4.13,121,70.0,10,40.91,22,35.9,39,35.71,14
20260209,1,Oc04ITRF7i,waho,C,+1033,20,287,23.69,287,18.47,287,9.09,121,66.67,6,50.0,26,41.67,36,73.33,15
20260209,1,Xa_1dhYEV4,Lemon,C,+1297,20,283,28.27,283,15.55,283,8.4,119,80.0,5,55.56,18,29.41,51,60.0,15
20260209,1,k5rEzFp2MR,arash!,C,-3937,20,269,30.11,269,21.56,269,12.5,120,33.33,12,40.91,22,27.27,44,58.33,12
20260209,1,WeOKnoOueQ,HINANO,C,+3257,20,257,31.91,257,25.68,257,15.38,91,61.54,13,77.78,27,30.23,43,69.23,13
20260209,1,3FatmzAl-m,Kuni,C,-4745,20,254,41.73,254,25.98,254,15.04,113,43.75,16,73.33,15,35.59,59,33.33,21
20260209,1,MI-fYAoFiY,ゆうま,C,-970,20,236,25.0,236,16.1,236,6.67,105,100.0,6,66.67,15,24.14,29,42.86,7
20260209,1,QBTw2JRIw5,Ramune,C,+2952,20,233,24.03,233,16.31,233,11.46,96,33.33,9,41.67,12,34.48,29,40.0,10
20260209,1,yEOnuJcBZo,Rabbit900,C,+567,20,219,26.48,219,20.09,219,16.49,97,50.0,4,47.37,19,28.12,32,66.67,9
20260209,1,W_OnerqyAy,naruko,C,-7329,20,213,55.87,213,36.15,213,16.05,81,36.84,19,55.0,20,31.75,63,30.0,20
20260209,1,YkRLv6Nf7r,27,C,+2587,20,207,25.6,207,19.32,207,10.47,86,85.71,7,47.06,17,24.0,25,66.67,6
20260209,1,cCFXQyltQ-,engawa,C,-1113,20,190,29.47,190,17.89,190,7.95,88,30.0,10,57.14,14,31.58,38,16.67,12
20260209,1,XqrTiXnRSu,APO,C,+2663,20,189,45.5,189,17.46,189,9.68,62,37.5,8,66.67,15,41.3,46,78.95,19
20260209,1,j2dIJuodA7,hanzo,C,+4235,20,181,33.15,181,23.2,181,10.47,86,58.33,12,50.0,18,18.42,38,57.14,7
20260209,1,6weTfFBYpF,ほたるいか,C,-1122,20,178,25.84,178,17.42,178,12.66,79,0.0,6,45.45,11,28.57,28,62.5,8
20260209,1,sYruTEJ8Uw,Mazzo,C,-4961,20,177,30.51,177,20.34,177,16.88,77,25.0,4,83.33,12,31.03,29,44.44,9
20260209,1,DZezvMNAJy,Noram,C,-3455,20,172,23.84,172,18.6,172,10.13,79,37.5,8,60.0,10,33.33,21,42.86,7
20260209,1,DrGOt1cq1y,Jongo,C,-1512,20,170,24.71,170,20.0,170,12.66,79,75.0,4,61.54,13,15.0,20,33.33,3
20260209,1,wO4Vw2dQ8t,イナズマKすけ,C,-2422,20,168,27.38,168,20.24,168,11.43,70,60.0,5,61.11,18,31.03,29,55.56,9
20260209,1,byYrvu0Qdy,ElNino,C,+3042,20,164,40.24,164,25.61,164,13.11,61,83.33,6,82.35,17,34.29,35,58.33,12
20260209,1,fyjEJaUFUd,をにぎり,C,+1156,20,158,39.87,158,25.32,158,14.67,75,50.0,4,64.71,17,28.95,38,36.36,11
20260209,1,yHZrsG6l5j,sigma,C,-1296,20,158,29.75,158,17.72,158,3.08,65,62.5,8,40.0,10,50.0,26,46.15,13
20260209,1,DXrWVNkdav,TNT,C,+1827,20,154,50.0,154,30.52,154,16.67,60,71.43,7,61.11,18,34.04,47,50.0,16
