player_id,プレイヤー,リーグ,収支,bb_size,ハンド数,参加節数,VPIP,VPIP_count,VPIP_hands,PFR,PFR_count,PFR_hands,3bet,3bet_count,3bet_hands,Fold to 3bet,Fold_to_3bet_count,Fold_to_3bet_hands,CB,CB_count,CB_hands,WTSD,WTSD_count,WTSD_hands,W$SD,W$SD_count,W$SD_hands
b7sgMo_M-5,konasho,C,+307.9,20,1415,7,27.77,393,1415,19.65,278,1415,9.58,53,553,64.91,37,57,54.46,55,101,39.58,76,192,65.79,50,76
3FatmzAl-m,Kuni,C,-261.5,20,1335,6,46.44,620,1335,25.62,342,1335,13.53,79,584,36.36,24,66,75.0,84,112,35.95,142,395,42.96,61,142
Oc04ITRF7i,waho,C,-233.45,20,1320,6,24.09,318,1320,17.5,231,1320,7.29,39,535,60.0,21,35,47.13,41,87,34.84,54,155,51.85,28,54
hig4fvwo_m,とーち,C,-29.15,20,1288,9,27.8,358,1288,19.95,257,1288,8.58,46,536,66.0,33,50,72.45,71,98,30.89,59,191,45.76,27,59
byYrvu0Qdy,ElNino,C,+393.85,20,1156,8,33.74,390,1156,22.49,260,1156,10.85,51,470,57.89,22,38,73.91,68,92,36.76,75,204,57.33,43,75
TkMT4agdsh,alfort,C,+90,20,1136,8,28.17,320,1136,19.1,217,1136,9.53,45,472,60.0,24,40,59.26,48,81,38.42,68,177,55.88,38,68
WtIP2AbI23,ノガード,C,-168.7,20,1122,9,34.49,387,1122,24.33,273,1122,14.16,66,466,72.0,36,50,48.31,43,89,34.44,62,180,53.23,33,62
O2b7zy1-XM,SetsunaTrip,C,+158.1,20,1121,6,27.83,312,1121,19.36,217,1121,6.98,33,473,73.33,33,45,47.22,34,72,39.07,59,151,61.02,36,59
nPiUhQEVMi,かいる,C,+230.15,20,1068,7,25.09,268,1068,16.95,181,1068,9.79,42,429,63.16,24,38,51.85,28,54,34.65,44,127,52.27,23,44
4kHSZklLpK,teish,C,-127.45,20,1061,3,27.33,290,1061,19.98,212,1061,11.62,51,439,68.89,31,45,45.21,33,73,31.75,40,126,62.5,25,40
DXrWVNkdav,TNT,C,+479.55,20,1055,8,41.9,442,1055,29.19,308,1055,15.7,65,414,68.0,34,50,69.52,73,105,36.45,78,214,55.13,43,78
-WgKDrZMvL,mo',C,-12,20,1026,7,27.88,286,1026,20.37,209,1026,9.2,38,413,69.05,29,42,41.43,29,70,29.92,38,127,55.26,21,38
bqEtnO6wX9,つー,C,+153.65,20,1002,6,32.24,323,1002,21.56,216,1002,8.78,36,410,64.44,29,45,60.87,42,69,37.35,62,166,50.0,31,62
m6qcHTxJhX,siruneko,C,+306.65,20,980,8,24.69,242,980,20.2,198,980,12.0,48,400,52.38,22,42,45.28,24,53,32.04,33,103,63.64,21,33
g0yui9LXM4,utos,C,+246.15,20,940,6,37.45,352,940,27.02,254,940,14.43,56,388,46.34,19,41,56.99,53,93,28.49,51,179,47.06,24,51
YkRLv6Nf7r,27,C,-251.15,20,858,4,28.44,244,858,21.1,181,858,10.66,39,366,57.14,20,35,54.76,46,84,35.34,47,133,48.94,23,47
MI-fYAoFiY,ゆうま,C,-29.4,20,845,4,24.97,211,845,17.04,144,845,7.06,24,340,83.33,20,24,61.54,32,52,22.0,22,100,45.45,10,22
Oo-rx1G24B,GIL RAIM,C,-243.95,20,844,5,36.85,311,844,21.8,184,844,8.21,28,341,35.9,14,39,58.82,40,68,36.98,71,192,42.25,30,71
26v7hSw7Sn,わた,C,-399,20,842,6,49.05,413,842,32.78,276,842,21.69,77,355,33.96,18,53,60.95,64,105,32.55,83,255,48.19,40,83
Yg9-tEe5QH,cymx2724,C,+212.85,20,821,5,33.13,272,821,14.13,116,821,8.66,22,254,59.26,16,27,46.51,20,43,30.69,31,101,48.39,15,31
Xa_1dhYEV4,Lemon,C,+325.95,20,812,6,25.86,210,812,14.78,120,812,6.88,24,349,61.11,11,18,56.9,33,58,36.81,53,144,64.15,34,53
ZzPjBrJeSm,roi,C,-1118.05,20,810,7,49.01,397,810,28.77,233,810,14.42,47,326,22.45,11,49,57.69,45,78,38.58,98,254,43.88,43,98
5v7PwEvIAz,Kay,C,+51.4,20,796,7,27.76,221,796,19.47,155,796,11.34,38,335,64.29,18,28,50.0,28,56,37.93,44,116,63.64,28,44
-qEZ1CRvSu,miki,C,+290.4,20,753,4,28.02,211,753,20.32,153,753,12.66,40,316,31.82,7,22,38.6,22,57,30.56,33,108,54.55,18,33
mXg0a8r7as,Fuku,C,+170.55,20,738,8,31.44,232,738,19.11,141,738,9.27,28,302,63.64,14,22,52.63,30,57,44.2,61,138,60.66,37,61
XaClitYV1x,らねおか,C,+185.6,20,692,5,27.6,191,692,18.93,131,692,9.15,28,306,68.97,20,29,51.02,25,49,30.1,31,103,74.19,23,31
EI0h9NvLRP,いっせ,C,+289.25,20,692,5,36.42,252,692,22.83,158,692,11.72,32,273,46.88,15,32,59.68,37,62,31.87,51,160,49.02,25,51
nBDoNSY8n2,MIU,C,-167.2,20,691,5,29.67,205,691,17.66,122,691,9.89,28,283,61.11,11,18,48.89,22,45,48.36,59,122,55.93,33,59
SrJdWlcNBY,RYOTA,C,-313.55,20,680,6,29.12,198,680,18.97,129,680,8.93,25,280,75.86,22,29,51.22,21,41,23.66,22,93,50.0,11,22
s_7Utr4tDi,それいゆ るな,C,-279.1,20,659,4,33.08,218,659,17.6,116,659,6.99,20,286,33.33,7,21,47.62,20,42,33.11,49,148,51.02,25,49
QK8nAFN9E2,カイン,C,+10.2,20,650,7,30.62,199,650,15.23,99,650,4.85,13,268,58.33,14,24,31.03,9,29,37.27,41,110,56.1,23,41
vVo9VdBVBm,するたん,C,+666.3,20,646,6,29.1,188,646,21.36,138,646,10.19,27,265,66.67,18,27,43.14,22,51,38.3,36,94,75.0,27,36
WjqaCs8A5o,ばどえあー,C,+192.6,20,644,7,26.09,168,644,18.17,117,644,6.69,18,269,72.22,13,18,47.73,21,44,37.8,31,82,54.84,17,31
stzdogxFRA,ミナっち,C,-208.9,20,627,5,31.74,199,627,20.1,126,627,12.06,31,257,50.0,10,20,64.1,25,39,49.56,56,113,51.79,29,56
kVKTrcl3ld,Futa,C,+223.85,20,598,8,26.42,158,598,16.56,99,598,6.49,15,231,47.83,11,23,47.73,21,44,31.96,31,97,54.84,17,31
0QyEE5Hc9o,常盤木いつき,C,-254.2,20,588,6,24.83,146,588,17.69,104,588,7.72,20,259,65.38,17,26,51.43,18,35,26.03,19,73,52.63,10,19
D0RgrTLvZk,Yu.,C,+245.5,20,586,3,26.28,154,586,19.62,115,586,9.39,23,245,80.0,20,25,40.0,18,45,45.33,34,75,70.59,24,34
9W903vxPw_,そふとくりーむ,C,-345.55,20,552,4,30.25,167,552,18.84,104,552,6.82,15,220,61.54,16,26,52.0,13,25,28.95,22,76,54.55,12,22
rhUBwDuHCf,konishi,C,+187.15,20,531,5,26.74,142,531,19.4,103,531,10.78,22,204,31.25,5,16,57.14,20,35,41.18,28,68,60.71,17,28
fyjEJaUFUd,をにぎり,C,-234.25,20,529,4,38.56,204,529,24.39,129,529,11.01,25,227,25.81,8,31,58.33,28,48,30.83,41,133,48.78,20,41
hetGK5oIn4,yoh,C,-275.45,20,499,2,39.08,195,499,11.82,59,499,9.48,11,116,46.67,7,15,46.43,13,28,26.0,13,50,46.15,6,13
MqZu0oArm3,小鳥遊ひいろ,C,+23.95,20,491,2,25.25,124,491,17.72,87,491,6.45,12,186,60.0,9,15,33.33,10,30,35.94,23,64,56.52,13,23
-R7k1ogPyi,SHINJI1223,C,+340.6,20,489,4,32.31,158,489,23.11,113,489,10.0,20,200,54.55,12,22,58.82,20,34,35.06,27,77,66.67,18,27
XqrTiXnRSu,APO,C,+21.75,20,488,4,44.88,219,488,18.03,88,488,8.16,16,196,26.09,6,23,64.1,25,39,35.92,51,142,52.94,27,51
HZmCRZd6SG,Neku,C,+50.9,20,486,7,31.69,154,486,19.14,93,486,9.0,19,211,70.59,12,17,58.06,18,31,29.63,24,81,54.17,13,24
n0s1KAOIRL,ころり,C,+50.3,20,479,3,36.12,173,479,22.34,107,479,10.77,21,195,56.52,13,23,53.19,25,47,24.56,28,114,64.29,18,28
j2dIJuodA7,hanzo,C,+222.6,20,472,3,31.14,147,472,21.82,103,472,10.2,20,196,61.9,13,21,51.11,23,45,20.69,18,87,44.44,8,18
Q0mo0HjOtt,Shingo,C,+185.4,20,447,3,27.52,123,447,18.12,81,447,4.62,8,173,75.0,12,16,31.82,7,22,32.14,18,56,50.0,9,18
iKNrGrbUkg,UMAUMA,C,-139.9,20,437,1,27.69,121,437,17.16,75,437,7.06,12,170,80.0,8,10,48.15,13,27,28.07,16,57,43.75,7,16
cS0TbNKfbn,Takatobi,C,+8.5,20,430,4,36.05,155,430,25.81,111,430,10.4,18,173,62.96,17,27,48.72,19,39,35.9,28,78,32.14,9,28
wO4Vw2dQ8t,イナズマKすけ,C,-293.65,20,430,6,28.37,122,430,20.0,86,430,10.53,18,171,61.54,8,13,48.84,21,43,31.94,23,72,52.17,12,23
SztbQ-wHxN,日経平均終値,C,+150.5,20,430,2,33.02,142,430,19.77,85,430,7.69,13,169,71.43,15,21,52.63,20,38,23.26,20,86,50.0,10,20
MCmjCniXJd,dismal,C,-230.55,20,427,3,37.24,159,427,22.48,96,427,11.49,20,174,50.0,7,14,90.0,36,40,25.53,24,94,41.67,10,24
uNHIhLxU5W,ゆっきーな,C,+202.5,20,427,4,25.53,109,427,19.2,82,427,6.86,12,175,23.53,4,17,39.29,11,28,31.67,19,60,68.42,13,19
DrGOt1cq1y,Jongo,C,-51.6,20,427,3,26.46,113,427,20.37,87,427,10.8,19,176,68.42,13,19,48.15,13,27,36.0,18,50,38.89,7,18
GtqOGZOqIV,粗茶,C,-42.25,20,406,2,26.35,107,406,19.95,81,406,12.05,20,166,46.15,6,13,51.43,18,35,26.32,15,57,60.0,9,15
9kBl9X8tEm,だいすけ,C,-321.65,20,402,4,25.62,103,402,14.93,60,402,8.48,14,165,40.0,4,10,33.33,4,12,38.46,20,52,20.0,4,20
0vKy_AgCXx,tknsn,C,-172.1,20,354,5,29.94,106,354,20.34,72,354,6.2,8,129,70.0,7,10,37.04,10,27,17.54,10,57,40.0,4,10
upQSzf-M-C,TOMO(),C,+47.4,20,353,3,25.21,89,353,20.11,71,353,14.29,21,147,75.0,6,8,33.33,10,30,36.17,17,47,70.59,12,17
zz83sIdu2k,りく,C,-18.8,20,346,3,49.13,170,346,39.02,135,346,24.46,34,139,57.89,11,19,64.62,42,65,26.92,28,104,46.43,13,28
Bvxa5VV39S,piro,C,-97.3,20,326,2,26.07,85,326,18.4,60,326,10.07,14,139,44.44,4,9,48.0,12,25,36.17,17,47,47.06,8,17
sYruTEJ8Uw,Mazzo,C,-187.35,20,319,3,31.35,100,319,20.06,64,319,14.17,18,127,25.0,2,8,76.92,20,26,28.81,17,59,52.94,9,17
EN9N_Z9A78,ぼくだよ,C,-70.35,20,314,4,30.25,95,314,23.25,73,314,15.2,19,125,57.14,12,21,58.62,17,29,33.33,16,48,56.25,9,16
_kLNausMBV,安室,C,+179.2,20,295,1,25.76,76,295,19.32,57,295,8.06,10,124,69.23,9,13,57.89,11,19,29.41,10,34,60.0,6,10
nxKtWVcmeY,北ふくろー,C,-143.55,20,289,2,35.64,103,289,19.38,56,289,4.65,6,129,64.29,9,14,61.11,11,18,20.0,11,55,45.45,5,11
yOGROR9-hE,ワイエム,C,-410.05,20,281,4,46.26,130,281,17.79,50,281,1.8,2,111,12.5,2,16,5.56,1,18,34.62,36,104,61.11,22,36
6weTfFBYpF,ほたるいか,C,+1.15,20,275,2,26.91,74,275,18.18,50,275,13.33,16,120,10.0,1,10,53.33,8,15,25.64,10,39,60.0,6,10
BZCdwuhpMU,実力の若林,C,+110.25,20,267,3,34.46,92,267,19.85,53,267,10.78,11,102,60.0,6,10,53.33,8,15,41.3,19,46,52.63,10,19
EhpMamj_1G,kyntama,C,+108,20,242,2,27.27,66,242,21.07,51,242,7.29,7,96,63.64,7,11,41.18,7,17,35.48,11,31,45.45,5,11
-QE9uKlHEU,kenyu,C,-81.2,20,237,2,30.38,72,237,18.99,45,237,5.45,6,110,50.0,3,6,50.0,6,12,35.29,12,34,75.0,9,12
UHNPbgw1ue,okbokujo,C,-226.35,20,230,3,34.35,79,230,16.96,39,230,6.38,6,94,55.56,5,9,47.06,8,17,38.6,22,57,63.64,14,22
xOaP7PB88A,sokun777,C,+0.8,20,229,2,30.13,69,229,19.21,44,229,6.45,6,93,50.0,3,6,56.25,9,16,23.53,8,34,50.0,4,8
7htETinMJU,MAX,C,+49.35,20,225,2,17.78,40,225,13.78,31,225,11.01,12,109,60.0,3,5,28.57,4,14,25.0,6,24,83.33,5,6
0Se4rsLO6v,スーカンツ,C,+26.6,20,214,1,23.36,50,214,16.82,36,214,15.29,13,85,60.0,3,5,54.55,6,11,50.0,12,24,50.0,6,12
W_OnerqyAy,naruko,C,-366.45,20,213,1,55.87,119,213,36.15,77,213,16.05,13,81,36.84,7,19,55.0,11,20,31.75,20,63,30.0,6,20
yHZrsG6l5j,sigma,C,+62.8,20,211,4,31.75,67,211,19.91,42,211,6.02,5,83,70.0,7,10,47.06,8,17,45.95,17,37,52.94,9,17
8IgjF6KI_P,tomo0428,C,-107.3,20,211,2,36.49,77,211,25.59,54,211,16.48,15,91,25.0,3,12,66.67,12,18,23.08,9,39,44.44,4,9
cpr364TXsN,くま,C,-6.9,20,198,2,21.72,43,198,15.66,31,198,7.59,6,79,66.67,6,9,77.78,7,9,30.0,6,20,33.33,2,6
Kyu60mEERY,Sabosuke,C,-80.1,20,185,2,19.46,36,185,15.14,28,185,6.41,5,78,42.86,3,7,50.0,5,10,21.05,4,19,50.0,2,4
H_d68jYO9T,コロリ,C,+75.25,20,182,2,31.32,57,182,23.08,42,182,5.71,4,70,55.56,5,9,38.46,5,13,25.93,7,27,42.86,3,7
0c3gLD4eiE,NABO,C,-151.65,20,173,1,29.48,51,173,21.39,37,173,15.94,11,69,75.0,3,4,58.33,7,12,30.43,7,23,28.57,2,7
WCz-o4BU-5,dots,C,-194.45,20,159,2,32.7,52,159,19.5,31,159,10.34,6,58,83.33,5,6,70.0,7,10,21.43,6,28,33.33,2,6
t7MdS6sSCT,satoru,C,+175.9,20,146,1,27.4,40,146,19.18,28,146,10.94,7,64,50.0,2,4,36.36,4,11,40.91,9,22,66.67,6,9
7n59-giX1P,るも,C,-56.05,20,136,2,27.21,37,136,23.53,32,136,17.86,10,56,20.0,1,5,52.94,9,17,18.18,4,22,75.0,3,4
5E5VYl6oOU,ねくと,C,+0.7,20,135,2,28.15,38,135,20.74,28,135,11.76,6,51,37.5,3,8,60.0,6,10,28.57,6,21,50.0,3,6
iBhJbKViQ_,おかピー,C,-14.2,20,134,2,41.79,56,134,31.34,42,134,7.55,4,53,60.0,6,10,80.0,12,15,39.29,11,28,36.36,4,11
y4bVPCJM4_,なかい,C,-47.15,20,132,1,16.67,22,132,9.85,13,132,1.64,1,61,50.0,3,6,50.0,1,2,9.09,1,11,100.0,1,1
6DX7hOo5Ri,てつ,C,-53.3,20,126,1,42.06,53,126,28.57,36,126,18.37,9,49,57.14,4,7,75.0,12,16,42.86,12,28,50.0,6,12
I42BI18xq3,zozozo,C,+285.4,20,121,2,32.23,39,121,18.18,22,121,11.54,6,52,16.67,1,6,57.14,4,7,21.43,6,28,83.33,5,6
4GTkR8PieQ,takatobi,C,+43.6,20,120,1,29.17,35,120,20.0,24,120,13.64,6,44,75.0,3,4,38.46,5,13,40.91,9,22,66.67,6,9
TVNlFwDOoe,KAWAUSO,C,-96.45,20,119,2,33.61,40,119,23.53,28,119,11.9,5,42,33.33,2,6,76.92,10,13,38.46,10,26,50.0,5,10
OOnwSL9TFS,つだピもん,C,-25.85,20,113,1,27.43,31,113,15.04,17,113,9.3,4,43,100.0,3,3,100.0,1,1,44.44,4,9,25.0,1,4
wE-EPOxf9q,宇宙１のたっちゃん,C,-448.75,20,110,1,43.64,48,110,24.55,27,110,16.28,7,43,42.86,3,7,46.15,6,13,37.5,12,32,33.33,4,12
9zseyWfctH,池田,C,+35.8,20,110,1,36.36,40,110,29.09,32,110,21.05,8,38,100.0,5,5,53.33,8,15,36.36,8,22,62.5,5,8
Figi6mUf2R,Agu,C,+4.35,20,107,1,39.25,42,107,28.97,31,107,15.56,7,45,100.0,2,2,71.43,5,7,23.53,4,17,50.0,2,4
tOQgx5q4M5,こうちゃん,C,-126.05,20,103,1,20.39,21,103,18.45,19,103,8.51,4,47,40.0,2,5,72.73,8,11,28.57,4,14,25.0,1,4
SQgoIV_H58,けーたさん,C,-3,20,93,1,22.58,21,93,13.98,13,93,8.11,3,37,0.0,0,0,75.0,6,8,15.38,2,13,50.0,1,2
zFXBMUEx_N,わんわん,C,+104.5,20,91,1,36.26,33,91,24.18,22,91,8.0,2,25,75.0,3,4,57.14,4,7,46.15,6,13,66.67,4,6
A9xvP3DhlS,mega,C,-122.75,20,89,1,32.58,29,89,16.85,15,89,15.15,5,33,0.0,0,2,75.0,3,4,20.0,4,20,25.0,1,4
TOznNDIpCr,あい,C,-129,20,87,1,26.44,23,87,19.54,17,87,14.63,6,41,50.0,1,2,71.43,5,7,35.71,5,14,20.0,1,5
6EXZrOgNuV,ふじ,C,-44.35,20,86,1,16.28,14,86,10.47,9,86,10.53,4,38,0.0,0,1,40.0,2,5,27.27,3,11,33.33,1,3
afwX5VdcTj,はやと,C,-52,20,83,1,20.48,17,83,12.05,10,83,6.06,2,33,100.0,3,3,0.0,0,2,16.67,1,6,100.0,1,1
QwyEWJtSb1,ElvinSmith,C,+13.45,20,82,1,35.37,29,82,28.05,23,82,20.0,6,30,66.67,4,6,60.0,6,10,53.33,8,15,50.0,4,8
-zWKG5L3i7,-TOMO-,C,+3.65,20,79,1,43.04,34,79,32.91,26,79,24.0,6,25,33.33,1,3,12.5,1,8,43.75,7,16,42.86,3,7
lQ2rbwu868,ケイン寿司,C,-137.8,20,79,1,21.52,17,79,10.13,8,79,2.86,1,35,0.0,0,1,0.0,0,3,0.0,0,11,0.0,0,0
g6iLEQsU67,makoh,C,-75.25,20,78,1,24.36,19,78,17.95,14,78,6.9,2,29,0.0,0,2,83.33,5,6,36.36,4,11,25.0,1,4
FxzN600G3r,はせがえる,C,-162.6,20,78,2,52.56,41,78,37.18,29,78,27.59,8,29,25.0,1,4,70.0,7,10,30.43,7,23,57.14,4,7
7x5MHOv7Oo,yutorse,C,-58.25,20,78,1,33.33,26,78,25.64,20,78,8.0,2,25,100.0,2,2,83.33,5,6,38.46,5,13,20.0,1,5
cSNEDiUvjX,nekosaki,C,+28.35,20,74,1,20.27,15,74,12.16,9,74,4.0,1,25,0.0,0,0,0.0,0,2,42.86,3,7,66.67,2,3
-lzw3Qbe04,Dai,C,-142.5,20,73,1,52.05,38,73,35.62,26,73,30.0,9,30,20.0,1,5,80.0,8,10,33.33,8,24,25.0,2,8
16f983i6Dk,なゆき,C,-119.75,20,72,1,48.61,35,72,27.78,20,72,13.33,4,30,0.0,0,2,66.67,6,9,24.0,6,25,33.33,2,6
SsAkQq2Oa9,やましー,C,-33.4,20,69,2,28.99,20,69,15.94,11,69,3.57,1,28,50.0,2,4,50.0,2,4,25.0,3,12,0.0,0,3
ioqGYIb5SY,tomoyuki,C,+5.55,20,68,1,30.88,21,68,13.24,9,68,4.0,1,25,100.0,1,1,33.33,1,3,25.0,3,12,66.67,2,3
WABAdHmLRW,たりくまる,C,-83,20,63,1,49.21,31,63,25.4,16,63,4.55,1,22,0.0,0,2,55.56,5,9,39.13,9,23,33.33,3,9
FaQTC0bwNd,massan,C,+31.4,20,63,1,34.92,22,63,20.63,13,63,4.76,1,21,0.0,0,2,75.0,3,4,27.27,3,11,66.67,2,3
6ybXdApWzf,icchi,C,-3.85,20,57,1,36.84,21,57,24.56,14,57,20.83,5,24,100.0,3,3,50.0,2,4,36.36,4,11,75.0,3,4
NTr_pi-AHh,BJshin,C,-190.4,20,53,1,64.15,34,53,41.51,22,53,25.0,4,16,33.33,1,3,75.0,3,4,28.57,4,14,25.0,1,4
4WtCZIPG2x,タナカ,C,+53.3,20,52,1,30.77,16,52,21.15,11,52,20.0,3,15,100.0,1,1,100.0,4,4,42.86,3,7,66.67,2,3
gG60J3OV2j,Hibari,C,+3,20,51,1,37.25,19,51,19.61,10,51,19.05,4,21,0.0,0,1,25.0,1,4,14.29,1,7,0.0,0,1
QWB-qkCzDu,Testes,C,+35.25,20,46,1,34.78,16,46,23.91,11,46,10.53,2,19,0.0,0,3,66.67,2,3,44.44,4,9,75.0,3,4
bdhmMIP7G-,ごろうさん,C,+110.5,20,43,1,51.16,22,43,41.86,18,43,40.0,8,20,50.0,1,2,85.71,6,7,42.86,6,14,50.0,3,6
_1mfZ1y-M8,あーる,C,-1.4,20,42,1,45.24,19,42,28.57,12,42,6.67,1,15,0.0,0,2,66.67,2,3,11.11,1,9,0.0,0,1
_EAr7O2lyX,たろす,C,+8.15,20,41,1,19.51,8,41,14.63,6,41,5.56,1,18,0.0,0,1,33.33,1,3,33.33,2,6,100.0,2,2
2GlUDrVHSg,k.k,C,-22.85,20,40,1,55.0,22,40,30.0,12,40,13.33,2,15,66.67,2,3,50.0,2,4,50.0,6,12,16.67,1,6
7M6m0QCn4d,zawazawa,C,+4.35,20,38,1,23.68,9,38,21.05,8,38,12.5,3,24,0.0,0,0,60.0,3,5,42.86,3,7,100.0,3,3
Lx-JfyAGSv,Sky,C,-92.75,20,38,1,36.84,14,38,23.68,9,38,21.43,3,14,0.0,0,0,42.86,3,7,45.45,5,11,20.0,1,5
5bOqayAYt3,dny,C,-3,20,27,1,22.22,6,27,18.52,5,27,0.0,0,7,100.0,1,1,0.0,0,0,0.0,0,2,0.0,0,0
A-C0iUFfvO,塾長(びっとぶりっと),C,-74,20,27,1,29.63,8,27,18.52,5,27,0.0,0,9,100.0,1,1,66.67,2,3,16.67,1,6,100.0,1,1
xS6UcJwLsG,Tommy,C,-150,20,23,1,56.52,13,23,21.74,5,23,7.69,1,13,0.0,0,1,33.33,1,3,36.36,4,11,50.0,2,4
JL0yn4eBi6,ヤステ,C,-31.5,20,19,1,15.79,3,19,10.53,2,19,0.0,0,9,100.0,1,1,0.0,0,0,50.0,1,2,0.0,0,1
jfd6Uaakn8,ジョニー,C,+2,20,12,1,33.33,4,12,16.67,2,12,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
lYH850EfPw,no,C,-50.75,20,10,1,40.0,4,10,20.0,2,10,0.0,0,5,0.0,0,0,100.0,1,1,33.33,1,3,0.0,0,1
lRMrY2rxFn,MSK,C,0,20,2,1,0.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
NnZvVXUwZ4,A.,C,-100,20,2,1,50.0,1,2,50.0,1,2,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,1,0.0,0,0
5ogXjv4ef9,ラスカル,C,-1,20,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
sDxsghMy-B,kyntma,C,0,20,1,1,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
